N_EXPEDIENT,CODI_DISTRICTE,DISTRICTE,CODI_BARRI,BARRI,TIPUS_CARRER,CARRER,TIPUS_NUM,NUM1,LLETRA1,NUM2,LLETRA2,BLOC,PORTAL,ESCALA,PIS,PORTA,NUMERO_REGISTRE_GENERALITAT,NUMERO_PLACES,LONGITUD_X,LATITUD_Y
02-2012-1239,2,L'EIXAMPLE,10,Sant Antoni,Carrer,TAMARIT,2,104,,,,,,E,EN,1,HUTB-001797,5,2.1568180899999998,41.374368330000003
02-2012-1248,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,ROSSELLO,1,437,,,,,,,PR,2,HUTB-002031,7,2.1724649,41.403820400000001
02-2012-1249,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,PROVENÇA,1,131,,133,,,,,1,1,HUTB-002850,10,2.15113515,41.386070519999997
02-2012-1250,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Gran Via,CORTS CATALANES,1,593,,,,,,A,3,2,HUTB-002997,9,2.1648576799999999,41.386167049999997
02-2012-1251,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,VALENCIA,2,70,,,,,,,2,3,HUTB-001274,8,2.1477272200000002,41.379799079999998
02-2012-1252,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Rambla,CATALUNYA,2,8,,,,,,,5,4,HUTB-003317,4,2.1669144,41.386088149999999
02-2012-1256,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,SICILIA,2,202,,,,,,,PR,2,HUTB-001871,11,2.17837082,41.39533419
02-2012-1258,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,MARINA,1,245,,,,,,,EN,3,HUTB-000027,8,2.17489657,41.401312849999997
02-2012-1261,2,L'EIXAMPLE,10,Sant Antoni,Gran Via,CORTS CATALANES,2,474,,,,,,,5,1,HUTB-002999,8,2.1546696399999998,41.377849519999998
02-2012-1264,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,AUSIAS MARC,1,13,,,,,,,3,4,HUTB-003905,4,2.17304181,41.38853048
02-2012-1267,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,VALENCIA,1,437,,,,,,,3,1,HUTB-001276,8,2.17512222,41.400685170000003
02-2012-1268,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,VALENCIA,1,437,,,,,,,PR,2,HUTB-001275,8,2.17512222,41.400685170000003
02-2012-1269,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Rambla,CATALUNYA,2,8,,,,,,,4,2,HUTB-003318,4,2.1669144,41.386088149999999
02-2012-1270,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Rambla,CATALUNYA,2,8,,,,,,,3,2,HUTB-003319,12,2.1669144,41.386088149999999
02-2012-1271,2,L'EIXAMPLE,10,Sant Antoni,Gran Via,CORTS CATALANES,2,474,,,,,,,5,2,HUTB-003000,10,2.1546696399999998,41.377849519999998
02-2012-1272,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Rambla,CATALUNYA,2,8,,,,,,,3,3,HUTB-003320,9,2.1669144,41.386088149999999
02-2012-1273,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Rambla,CATALUNYA,2,8,,,,,,,3,4,HUTB-003321,7,2.1669144,41.386088149999999
02-2012-1274,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Rambla,CATALUNYA,2,8,,,,,,,3,1,HUTB-003322,8,2.1669144,41.386088149999999
02-2012-1276,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,ARAGO,1,51,,,,,,,5,2,HUTB-003774,6,2.1477172699999998,41.378370289999999
02-2012-1277,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,1,125,,,,,,,PR,3,HUTB-003956,4,2.1678383000000001,41.396193099999998
02-2012-1280,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Ronda,SANT PERE,2,14,,,,,,,3,1,HUTB-002287,11,2.1707012699999999,41.386596169999997
02-2012-1285,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Rambla,CATALUNYA,1,101,,,,,,,2,1,HUTB-003323,6,2.1590843199999998,41.391406619999998
02-2012-1288,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,COMTE BORRELL,2,238,,,,,,,AT,1,HUTB-003392,5,2.1487719799999998,41.38528367
02-2012-1292,2,L'EIXAMPLE,10,Sant Antoni,Carrer,FLORIDABLANCA,1,79,,,,,,,1,2,HUTB-000196,4,2.1580521699999999,41.377270500000002
02-2012-1294,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,GIRONA,2,80,,,,,,,5,2,HUTB-000413,4,2.1693762200000002,41.393602049999998
02-2012-1295,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,GIRONA,2,80,,,,,,,5,1,HUTB-000414,7,2.1693762200000002,41.393602049999998
02-2012-1296,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,GIRONA,2,80,,,,,,,4,3,HUTB-000415,4,2.1693762200000002,41.393602049999998
02-2012-1297,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,GIRONA,2,80,,,,,,,4,2,HUTB-000416,4,2.1693762200000002,41.393602049999998
02-2012-1298,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,GIRONA,2,80,,,,,,,4,1,HUTB-000417,7,2.1693762200000002,41.393602049999998
02-2012-1299,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,GIRONA,2,80,,,,,,,3,3,HUTB-000418,4,2.1693762200000002,41.393602049999998
02-2012-1300,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,GIRONA,2,80,,,,,,,3,2,HUTB-000419,4,2.1693762200000002,41.393602049999998
02-2012-1301,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,GIRONA,2,80,,,,,,,3,1,HUTB-000420,7,2.1693762200000002,41.393602049999998
02-2012-1302,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,GIRONA,2,80,,,,,,,2,3,HUTB-000421,4,2.1693762200000002,41.393602049999998
02-2012-1303,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,GIRONA,2,80,,,,,,,2,2,HUTB-000422,4,2.1693762200000002,41.393602049999998
02-2012-1304,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,GIRONA,2,80,,,,,,,2,1,HUTB-000423,7,2.1693762200000002,41.393602049999998
02-2012-1305,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,GIRONA,2,80,,,,,,,1,3,HUTB-000407,4,2.1693762200000002,41.393602049999998
02-2012-1306,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,GIRONA,2,80,,,,,,,1,2,HUTB-000408,4,2.1693762200000002,41.393602049999998
02-2012-1307,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,GIRONA,2,80,,,,,,,1,1,HUTB-000409,7,2.1693762200000002,41.393602049999998
02-2012-1308,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,GIRONA,2,80,,,,,,,BJ,1,HUTB-000410,5,2.1693762200000002,41.393602049999998
02-2012-1309,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,GIRONA,2,80,,,,,,,BJ,2,HUTB-000411,10,2.1693762200000002,41.393602049999998
02-2012-1310,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,GIRONA,2,80,,,,,,,5,3,HUTB-000412,4,2.1693762200000002,41.393602049999998
02-2012-1311,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,LEPANT,1,279,,,,,,,4,2,HUTB-001007,4,2.1747242999999998,41.403099220000001
02-2012-1312,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Rambla,CATALUNYA,1,101,,,,,,,2,2,HUTB-003326,5,2.1590843199999998,41.391406619999998
02-2012-1313,2,L'EIXAMPLE,10,Sant Antoni,Gran Via,CORTS CATALANES,2,444,,,,,,,3,2,HUTB-003001,11,2.1529208099999999,41.376530709999997
02-2012-1314,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Rambla,CATALUNYA,1,101,,,,,,,4,A,HUTB-003327,8,2.1590843199999998,41.391406619999998
02-2012-1315,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Rambla,CATALUNYA,1,101,,,,,,,5,B,HUTB-003324,7,2.1590843199999998,41.391406619999998
02-2012-1316,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Rambla,CATALUNYA,1,103,,,,,,,5,B,HUTB-003325,6,2.1589974500000002,41.391472620000002
02-2012-1317,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,INDUSTRIA,1,183,,,,,,,1,2,HUTB-000782,5,2.17482094,41.408975009999999
02-2012-1319,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,ARAGO,1,207,,,,,,,3,1,HUTB-003776,9,2.1586780399999999,41.38668535
02-2012-1320,2,L'EIXAMPLE,10,Sant Antoni,Carrer,VILADOMAT,1,29,,,,,,,4,,HUTB-001531,7,2.1602837199999998,41.374611160000001
02-2012-1321,2,L'EIXAMPLE,10,Sant Antoni,Carrer,MANSO,2,4,,,,,,,2,1,HUTB-001090,4,2.1580378699999998,41.373591810000001
02-2012-1322,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,MUNTANER,2,26,,,,,,,2,1,HUTB-002409,5,2.1601427200000001,41.383527469999997
02-2012-1323,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Passeig,SANT JOAN,1,57,,,,,,,PR,2B,HUTB-002199,8,2.1712855000000002,41.395094090000001
02-2012-1324,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,CASTILLEJOS,2,332,,,,,,,2,4,HUTB-003292,3,2.1727385699999999,41.408205219999999
02-2012-1325,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Ronda,UNIVERSITAT,1,35,,,,,,,2,3,HUTB-001268,6,2.1665384900000002,41.385355730000001
02-2012-1330,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,ARAGO,1,481,,,,,,,4,2,HUTB-003778,4,2.17914115,41.402004769999998
02-2012-1331,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,VALENCIA,2,318,,,,,,,4,2,HUTB-001277,9,2.16590536,41.393489680000002
02-2012-1332,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ROGER DE LLURIA,2,82,,,,,,,2,2B,HUTB-001983,5,2.1650956400000001,41.393425569999998
02-2012-1333,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ROGER DE LLURIA,2,82,,,,,,,2,2A,HUTB-001984,17,2.1650956400000001,41.393425569999998
02-2012-1334,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,CASP,2,106,,,,,,,3,1,HUTB-003276,6,2.1764647400000001,41.392525790000001
02-2012-1335,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,PROVENÇA,2,230,,,,,,,AT,1,HUTB-002851,2,2.1560411199999998,41.389472339999998
02-2012-1338,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ROSSELLO,2,202,,,,,,,4,,HUTB-002032,2,2.1566120600000001,41.391590860000001
02-2012-1341,2,L'EIXAMPLE,6,la Sagrada Família,Avinguda,GAUDI,2,64,,,,,,,1,2,HUTB-000343,5,2.1734112300000001,41.408284690000002
02-2012-1342,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,CORSEGA,1,535,,,,,,,3,3,HUTB-003518,4,2.17017858,41.403818540000003
02-2012-1343,2,L'EIXAMPLE,10,Sant Antoni,Avinguda,PARAL.LEL,2,204,,,,,,,3,B,HUTB-002577,7,2.1500010700000001,41.373404170000001
02-2012-1346,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,CASTILLEJOS,1,339,,,,,,,PR,2,HUTB-003293,4,2.1728723699999999,41.40782025
02-2012-1348,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,ROSSELLO,2,408,,,,,,,2,2,HUTB-002033,3,2.17266074,41.403688410000001
02-2012-1350,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,PADILLA,1,241,,,,,,,4,1,HUTB-002561,4,2.1769799700000001,41.403022360000001
02-2012-1353,2,L'EIXAMPLE,10,Sant Antoni,Avinguda,PARAL.LEL,2,180,,,,,,B,EN,1,HUTB-002576,5,2.1535968200000002,41.373343830000003
02-2012-1354,2,L'EIXAMPLE,5,el Fort Pienc,Passeig,SANT JOAN,2,6,,,,,,,PR,2,HUTB-002215,9,2.1788474199999999,41.390050410000001
02-2012-1355,2,L'EIXAMPLE,10,Sant Antoni,Gran Via,CORTS CATALANES,2,496,,,,,,,1,2,HUTB-007588,7,2.1559745399999999,41.378832780000003
02-2012-1360,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Avinguda,DIAGONAL,2,354,,,,,,,1,2,HUTB-003171,5,2.17121823,41.398132490000002
02-2012-1361,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,PAU CLARIS,2,76,,,,,,,AT,1,HUTB-002665,3,2.1705460200000002,41.387605190000002
02-2012-1363,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,PARIS,2,46,,,,,,D,4,2,HUTB-002645,10,2.14234211,41.384266570000001
02-2012-1364,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Gran Via,CORTS CATALANES,1,549,,,,,,,PR,3,HUTB-003003,4,2.1590225799999998,41.38177864
02-2012-1365,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,2,56,,,,,,,2,3,HUTB-003957,6,2.1727587100000001,41.392755299999997
02-2012-1366,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ROGER DE FLOR,2,148,,,,,,,5,3,HUTB-001980,5,2.1739574300000002,41.39525999
02-2012-1369,2,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE BORRELL,2,98,,,,,,,1,2,HUTB-003393,10,2.1573417400000001,41.37881118
02-2012-1371,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,INDUSTRIA,1,105,,,,,,,SA,1,HUTB-000784,8,2.1696207799999998,41.405070420000001
02-2012-1372,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,INDUSTRIA,1,105,,,,,,,5,3,HUTB-000785,9,2.1696207799999998,41.405070420000001
02-2012-1374,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,PARIS,2,42,,,,,,,2,3,HUTB-002646,10,2.1420881399999998,41.384075539999998
02-2012-1376,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,VILADOMAT,1,211,,,,,,,3,2,HUTB-001532,3,2.1490487200000001,41.383094059999998
02-2012-1377,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,MALLORCA,2,264,,,,,,,1,1B,HUTB-001086,10,2.16258382,41.392698160000002
02-2012-1378,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ROGER DE LLURIA,2,40,,,,,,,3,1,HUTB-001985,7,2.1693816199999998,41.390186989999997
02-2012-1379,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,MALLORCA,2,264,,,,,,,1,2,HUTB-001087,10,2.16258382,41.392698160000002
02-2012-1380,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ROGER DE LLURIA,2,40,,,,,,,2,2,HUTB-001986,11,2.1693816199999998,41.390186989999997
02-2012-1381,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,PELAI,1,5,,,,,,,1,2A,HUTB-002694,7,2.1650271700000001,41.384044750000001
02-2012-1383,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Ronda,UNIVERSITAT,1,11,,,,,,,PR,1,HUTB-001269,16,2.1645141899999998,41.384598480000001
02-2012-1385,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Ronda,UNIVERSITAT,1,11,,,,,,,AT,2,HUTB-001270,5,2.1645141899999998,41.384598480000001
02-2012-1386,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Ronda,UNIVERSITAT,1,11,,,,,,,AT,1,HUTB-001271,4,2.1645141899999998,41.384598480000001
02-2012-1387,2,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE D'URGELL,1,53,,,,,,,SA,1,HUTB-003403,8,2.1579463099999998,41.379728399999998
02-2012-1388,2,L'EIXAMPLE,10,Sant Antoni,Carrer,CALABRIA,2,60,,,,,,,3,1,HUTB-004122,5,2.1563045999999999,41.376179030000003
02-2012-1389,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Passatge,PERMANYER,1,7,,,,,,,,,HUTB-002714,24,2.1674111100000002,41.390460259999998
02-2012-1390,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ARAGO,2,312,,,,,,,7,1,HUTB-003779,5,2.1674852599999999,41.392890979999997
02-2012-1392,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Ronda,SANT PERE,1,3,,,,,,,5,8,HUTB-002288,5,2.1695873200000002,41.386500159999997
02-2012-1395,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ROGER DE FLOR,2,228,,,,,,,5,2,HUTB-001981,8,2.16845577,41.399432339999997
02-2012-1397,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,RIBES,1,73,,,,,,,2,3F,HUTB-001646,5,2.1829818599999999,41.398126470000001
02-2012-1398,2,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE D'URGELL,2,22,,,,,,,4,2,HUTB-003402,9,2.1605336500000001,41.37817948
02-2012-1399,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,MALLORCA,2,266,,,,,,,2,1,HUTB-001088,10,2.16271265,41.392795839999998
02-2012-1400,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,MALLORCA,2,266,,,,,,,2,2,HUTB-001089,10,2.16271265,41.392795839999998
02-2012-1401,2,L'EIXAMPLE,10,Sant Antoni,Carrer,VILADOMAT,1,11,,,,,,,4,1,HUTB-001533,4,2.1613254099999999,41.373823790000003
02-2012-1402,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,ARIBAU,1,45,,,,,,,1,1,HUTB-003843,9,2.1587869,41.38598502
02-2012-1403,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,VALENCIA,1,183,,,,,,,EN,1,HUTB-001278,8,2.1570410500000001,41.387093649999997
02-2012-1404,2,L'EIXAMPLE,6,la Sagrada Família,Passatge,SIMO,1,3,,,,,,,1,1,HUTB-001770,5,2.1717383799999999,41.402315790000003
02-2012-1405,2,L'EIXAMPLE,6,la Sagrada Família,Passatge,SIMO,1,3,,,,,,,EN,2,HUTB-001771,3,2.1717383799999999,41.402315790000003
02-2012-1406,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Avinguda,DIAGONAL,1,377,,,,,,,1,,HUTB-003173,10,2.1599771099999998,41.394839560000001
02-2012-1407,2,L'EIXAMPLE,6,la Sagrada Família,Passatge,SIMO,1,3,,,,,,,EN,1,HUTB-001940,3,2.1717383799999999,41.402315790000003
02-2012-1408,2,L'EIXAMPLE,6,la Sagrada Família,Passatge,SIMO,1,3,,,,,,,1,2,HUTB-001941,5,2.1717383799999999,41.402315790000003
02-2012-1410,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,ARAGO,2,130,,,,,,,1,1,HUTB-003785,2,2.15442855,41.383148839999997
02-2012-1411,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Avinguda,DIAGONAL,1,377,,,,,,,4,,HUTB-003174,10,2.1599771099999998,41.394839560000001
02-2012-1412,2,L'EIXAMPLE,6,la Sagrada Família,Passatge,SIMO,1,3,,,,,,,AT,,HUTB-001942,18,2.1717383799999999,41.402315790000003
02-2012-1413,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,ARAGO,2,130,,,,,,,1,2,HUTB-003786,5,2.15442855,41.383148839999997
02-2012-1414,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,ARAGO,2,130,,,,,,,2,1,HUTB-003787,4,2.15442855,41.383148839999997
02-2012-1415,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Passeig,GRACIA,2,52,,,,,,,3,,HUTB-000429,23,2.1644367600000001,41.390222219999998
02-2012-1416,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,ARAGO,2,130,,,,,,,2,2,HUTB-003781,3,2.15442855,41.383148839999997
02-2012-1417,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,DOS DE MAIG,1,265,,,,,,,BJ,1,HUTB-003086,7,2.17905813,41.406492040000003
02-2012-1418,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,CONSELL DE CENT,1,389,,,,,,,4,1,HUTB-003499,17,2.1688623300000001,41.392586360000003
02-2012-1419,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,ARAGO,2,130,,,,,,,3,1,HUTB-003782,4,2.15442855,41.383148839999997
02-2012-1420,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Avinguda,DIAGONAL,1,377,,,,,,,6,2,HUTB-003175,3,2.1599771099999998,41.394839560000001
02-2012-1421,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Avinguda,DIAGONAL,1,377,,,,,,,AT,,HUTB-003176,9,2.1599771099999998,41.394839560000001
02-2012-1422,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,ARAGO,2,130,,,,,,,3,2,HUTB-003783,3,2.15442855,41.383148839999997
02-2012-1423,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ROGER DE LLURIA,2,110,,,,,,,1,3,HUTB-001987,9,2.16366426,41.394505100000003
02-2012-1424,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,ARAGO,2,130,,,,,,,4,1,HUTB-003784,2,2.15442855,41.383148839999997
02-2012-1425,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,CONSELL DE CENT,2,338,,,,,,,4,1,HUTB-003500,6,2.1672421700000002,41.391091459999998
02-2012-1426,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Avinguda,DIAGONAL,1,377,,,,,,,3,,HUTB-003177,10,2.1599771099999998,41.394839560000001
02-2012-1427,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,ARAGO,2,130,,,,,,,4,2,HUTB-003788,5,2.15442855,41.383148839999997
02-2012-1428,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,ARAGO,2,130,,,,,,,5,1,HUTB-003789,4,2.15442855,41.383148839999997
02-2012-1430,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Avinguda,DIAGONAL,1,377,,,,,,,2,,HUTB-003172,10,2.1599771099999998,41.394839560000001
02-2012-1431,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,ARAGO,2,130,,,,,,,5,2,HUTB-003790,5,2.15442855,41.383148839999997
02-2012-1432,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,ARAGO,1,207,,,,,,,2,1,HUTB-003780,5,2.1586780399999999,41.38668535
02-2012-1433,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,MARINA,2,240,,,,,,,1,1,HUTB-000030,3,2.1760504599999999,41.400714170000001
02-2012-1436,2,L'EIXAMPLE,6,la Sagrada Família,Avinguda,GAUDI,2,52,,,,,,,BJ,,HUTB-004352,4,2.1734301899999999,41.40686874
02-2012-1437,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,PROVENÇA,1,183,,,,,,,3,3,HUTB-004444,4,2.1553745499999999,41.389237799999997
02-2012-1439,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,DIPUTACIO,2,354,,,,,,,3,3,HUTB-004301,3,2.1748831800000001,41.395118879999998
02-2012-1441,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,ARIBAU,1,47,,,,,,,AT,1,HUTB-004182,9,2.1586987199999998,41.386054639999998
02-2012-1443,2,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE BORRELL,2,106,,,,,,,PR,1,HUTB-004262,5,2.1570724800000001,41.379018459999998
02-2012-1444,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,CARTAGENA,1,209,,,,,,,1,1,HUTB-004224,6,2.18013608,41.403954179999999
02-2012-1445,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,ENRIC GRANADOS,1,99,,,,,,,3,2,HUTB-004310,10,2.1546272000000002,41.390835879999997
02-2012-1448,2,L'EIXAMPLE,10,Sant Antoni,Carrer,SEPULVEDA,1,169,,,,,,,2,1,HUTB-004529,7,2.16120804,41.38134831
02-2012-1449,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,CALABRIA,1,199,,,,,,,PR,1,HUTB-004219,5,2.1474557600000002,41.382593559999997
02-2012-1452,2,L'EIXAMPLE,5,el Fort Pienc,Avinguda,DIAGONAL,1,245,,,,,,,PR,2,HUTB-004295,6,2.1798297999999998,41.399805800000003
02-2012-1453,2,L'EIXAMPLE,5,el Fort Pienc,Avinguda,DIAGONAL,1,245,,,,,,,1,2,HUTB-004294,6,2.1798297999999998,41.399805800000003
02-2012-1455,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,NAPOLS,2,266,,,,,,,PR,4,HUTB-004421,5,2.1693763499999998,41.400428079999998
02-2012-1457,2,L'EIXAMPLE,5,el Fort Pienc,Gran Via,CORTS CATALANES,2,794,,,,,,,7,1,HUTB-004290,4,2.1813320599999999,41.39787578
02-2012-1458,2,L'EIXAMPLE,5,el Fort Pienc,Gran Via,CORTS CATALANES,2,794,,,,,,,7,2,HUTB-004291,4,2.1813320599999999,41.39787578
02-2012-1459,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Avinguda,DIAGONAL,1,377,,,,,,,5,2,HUTB-004296,2,2.1599771099999998,41.394839560000001
02-2012-1460,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Avinguda,DIAGONAL,1,377,,,,,,,PR,,HUTB-004298,8,2.1599771099999998,41.394839560000001
02-2012-1461,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Avinguda,DIAGONAL,1,377,,,,,,,6,1,HUTB-004297,3,2.1599771099999998,41.394839560000001
02-2012-1465,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,PAU CLARIS,2,76,,,,,,,1,3,HUTB-004440,4,2.1705460200000002,41.387605190000002
02-2012-1466,2,L'EIXAMPLE,10,Sant Antoni,Carrer,CALABRIA,1,87,,,,,,,1,1,HUTB-004217,9,2.1547889100000002,41.377052900000002
02-2012-1468,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,VALENCIA,1,467,,,,,,,4,2,HUTB-004539,4,2.17690786,41.402024410000003
02-2012-1471,2,L'EIXAMPLE,10,Sant Antoni,Carrer,FLORIDABLANCA,2,128,,,,,,,3,1,HUTB-004319,3,2.1604463699999998,41.378797800000001
02-2012-1472,2,L'EIXAMPLE,10,Sant Antoni,Carrer,FLORIDABLANCA,2,128,,,,,,,1,,HUTB-004317,8,2.1604463699999998,41.378797800000001
02-2012-1473,2,L'EIXAMPLE,10,Sant Antoni,Carrer,FLORIDABLANCA,2,128,,,,,,,4,2,HUTB-004322,3,2.1604463699999998,41.378797800000001
02-2012-1474,2,L'EIXAMPLE,10,Sant Antoni,Carrer,FLORIDABLANCA,2,128,,,,,,,3,2,HUTB-004320,3,2.1604463699999998,41.378797800000001
02-2012-1475,2,L'EIXAMPLE,10,Sant Antoni,Carrer,FLORIDABLANCA,2,128,,,,,,,4,1,HUTB-004321,3,2.1604463699999998,41.378797800000001
